id,date,current_id,current_latitude,current_longitude,duration,distance,next_id,next_latitude,next_longitude
DD-A0C16E12BEF64A1CA636-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"47,4 km",MG-XSDFXJ93QHQOX0UBNDQN,41.0264167,29.1276244
DD-77F048F66BE54F72BD42-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,51 dk.,"56,6 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
DD-9A77D2629BBE4E03B64D-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"30,5 km",MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157
DD-A68ADDD2E2AA4375910F-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,56 dk.,"58,1 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
DD-3830F35B909A45F8B1C9-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,50 dk.,"56,5 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
DD-37B46052716B4AB1BA0D-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"47,4 km",MG-XSDFXJ93QHQOX0UBNDQN,41.0264167,29.1276244
DD-FAF00F21401B4BE2AD79-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,42 dk.,"30,5 km",MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157
DD-FDDD13E872254301A20F-2024-3-3,2024-3-3,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,57 dk.,"58,1 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
DD-44D16CFF01DC4B1CB7E4-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,47 dk.,"44,0 km",MG-FCQILG1RYT2W2HNIYPZC,40.983599,29.0237147
DD-32F5B308796749A79B5C-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"27,4 km",MG-0IPQOYIPCM4EQ8L5OLBI,40.9526798,29.1218732
DD-E8A72F32AEB84522B1B9-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,32 dk.,"32,9 km",MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271
DD-C897D5CD7DA940348CBF-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,37 dk.,"38,4 km",MG-JMPF7MWR6SCBZIBCECIE,41.0005735,29.0673931
DD-24D035E2B2E5475D9108-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,29 dk.,"20,8 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
DD-2DD84CE3CD0A460FB952-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,40 dk.,"36,9 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
DD-A931B479B3AC4FD8A241-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,39 dk.,"38,0 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
DD-74C529A5781F46C29E1E-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,38 dk.,"39,7 km",MG-BMYMWJ7TWHQPXZQNIFJV,41.0189417,29.0576298
DD-A0AEAB2F73D24B32AAB5-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"42,5 km",MG-3Y9X0UEV5LLRUAI9TMLQ,41.0443431,29.0453111
DD-5170CB94C0D549379F51-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,37 dk.,"27,1 km",MG-FYEKUDWVT2HT9PHGOHQW,40.9227993,29.1298266
DD-C0E36F6287C84F4ABA08-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"32,8 km",MG-FUHNVEMA2ZKC0HFBTCUT,40.96255,29.075716
DD-44D101429A214836AAF4-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"41,1 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
DD-0F70A7BDB9424444AAC3-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"39,2 km",MG-4JCGOHYUHUOCVVHKVKGE,40.9737143,29.0549652
DD-CAA95F578C444B9BA38F-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,30 dk.,"19,8 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
DD-A4A8B089BE4F444BBA9A-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"38,4 km",MG-KTQH2ADWMARCG0DLHWKX,40.9845564,29.0477845
DD-73F59A7340FF40039C28-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,26 dk.,"20,5 km",MG-C1LGMZ7KTLQUDMPWOYLY,40.9696194,29.25556
DD-31DFFFAC86654B778872-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,39 dk.,"36,3 km",MG-0YQN4Q7IEZGB3TKJWO8H,41.024865,29.087227
DD-93AA32C2BACE4DEA9112-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"40,7 km",MG-AOUMXHKWRKWOZB5AZ7UN,41.0475223,29.0761274
DD-91CE500727C940ACB416-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,31 dk.,"22,8 km",MG-FPSXQ62YWQZ8GFRXNIUR,40.9191952,29.1641401
DD-5AB9EF3B8F3545289285-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,17 dk.,"13,1 km",MG-G8SER5RHTGTJXVCA9V2M,40.9395705,29.3176217
DD-DC43A82996FB4DE6B14D-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,40 dk.,"39,7 km",MG-FXIUSMKIJMHQCE5JSKRR,41.007548,29.049733
DD-DDC46F1916FA4DB5B91D-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"37,6 km",MG-HOSMOXLSEJUNB6YAGKCM,40.98186700000001,29.0576302
DD-EF40FCCCE86F403CBE9A-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,42 dk.,"31,9 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
DD-8E120A15060F4C8797A8-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,29 dk.,"20,3 km",MG-E6HEGRWU1J4PBBGLINBN,40.889254,29.2001113
DD-41F4CC8310944189B9FE-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,31 dk.,"30,6 km",MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531
DD-38DFA3E27C124F9EAFD3-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,50 dk.,"52,4 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
DD-FC214114BD5646F5AEB7-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,39 dk.,"36,8 km",MG-N5F1BSFYCBSWFCMPENYG,40.979588,29.0669776
DD-AA669E3FEE3D42E5B7BF-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,38 dk.,"39,6 km",MG-VCPWSHSGQKT0FTISJRDN,41.0209485,29.0394974
DD-786BF8D29AA24EAB8F7F-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,36 dk.,"37,2 km",MG-W3FTCGZLAAICT9DQCBSM,41.0326174,29.1135949
DD-1A5397207BE4495396AF-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,29 dk.,"17,4 km",MG-LEOVSQ2VO3KGWOCAKQNX,40.967565,29.26595
DD-E1581B02228B495B9C13-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"41,1 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
DD-7D96D017E0CA4B95AE0D-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"29,4 km",MG-LTWVHHDZLN26T8PU8VJM,41.0102647,29.2160216
DD-F9BE8C1A50114216A87C-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,33 dk.,"31,9 km",MG-PLAUD8AN0LPMGFUJWAIO,40.9497961,29.173943
DD-120FC65D89504B07BBFC-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"44,0 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
DD-F829ABABD6DE400CBCEE-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,29 dk.,"22,0 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
DD-AE95CE7790594253BD79-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,44 dk.,"38,6 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
DD-D92823C0813245BA861C-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,21 dk.,"13,3 km",MG-R3US4EXI19IFYPJGBGGE,40.879326,29.258135
DD-95DF4A134F9D46DBB422-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,48 dk.,"43,6 km",MG-VJEUBK1JZEQGFUY13AYK,41.049788,29.0545406
DD-AA3E4F52806A470FB6C9-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"32,2 km",MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758
DD-CCA3250D09A54CB48D96-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,32 dk.,"22,5 km",MG-OFSTOW3XC0I7KLN25IWP,40.899417,29.168842
DD-B172504B04D046CEB161-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,35 dk.,"39,4 km",MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869
DD-12B32ED515804C08B739-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,21 dk.,"14,6 km",MG-VVESJOL8ESQXP6VK308G,40.9193435,29.3015336
DD-469B19F14A524C2AA619-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,25 dk.,"17,3 km",MG-SWNY7GTJBI89E08T4JFL,40.8712304,29.2319842
DD-2BBC8A04EC7E4E5C9CAE-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"31,4 km",MG-MIUDLTMHB4IBGMX7QI9M,41.0162646,29.17775
DD-6B5DA7C616964D1B92B1-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,17 dk.,"11,2 km",MG-UXJPDIXYECVETWF4FSH5,40.8661939,29.2749606
DD-04FBE511CBCC4EEBBE57-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"38,0 km",MG-NJ56INKIZI4WVHA0SBRH,40.9680529,29.0663491
DD-13C761CF836244FD97C5-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,23 dk.,"14,8 km",MG-QI7EFZUASU1CI2X7OP2Z,40.877133,29.23435
DD-46AD66A1302C4717A4F1-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"23,5 km",MG-PJTPBQMDNFYF13IHOERG,40.908962,29.161173
DD-BEE278CFF4CB4DFABECB-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,23 dk.,"15,3 km",MG-XS93CUGR22QDXP1C5RX3,40.8795759,29.2319681
DD-65C6270615574F038BBF-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"41,9 km",MG-ZEYXNPOOQRFFM17CVHT4,40.9892774,29.0288635
DD-D682595686D8409A8D39-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"35,4 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
DD-545F2F8185EF4104A051-2024-3-4,2024-3-4,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,36 dk.,"36,4 km",MG-XSDFXJ93QHQOX0UBNDQN,41.0264167,29.1276244
DD-F0B1521FFED44D239473-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"27,4 km",MG-0IPQOYIPCM4EQ8L5OLBI,40.9526798,29.1218732
DD-2AAC94464CA548FD8BF4-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,40 dk.,"31,9 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
DD-510DA8A190EE4B8F9549-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,36 dk.,"32,8 km",MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271
DD-5EF35E6DAA8546D29F27-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"36,6 km",MG-FXIUSMKIJMHQCE5JSKRR,41.007548,29.049733
DD-0C29DFC76C7F4BEB9BB3-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,42 dk.,"36,2 km",MG-0YQN4Q7IEZGB3TKJWO8H,41.024865,29.087227
DD-F36A6C9A0B234602934A-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,27 dk.,"20,0 km",MG-C1LGMZ7KTLQUDMPWOYLY,40.9696194,29.25556
DD-AD47A200ED6E4E5F9F1B-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,51 dk.,"43,2 km",MG-4JCGOHYUHUOCVVHKVKGE,40.9737143,29.0549652
DD-622939EE38914D57AB0F-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,35 dk.,"28,4 km",MG-CYVLXXHQB244PVVXVYU5,40.9331636,29.12641279999999
DD-53291D9169A847668E60-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,35 dk.,"28,5 km",MG-GECDC2C5HLV93LCXOZ7S,40.9436066,29.1130171
DD-C30285463B9E49BB8F90-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,30 dk.,"22,8 km",MG-FPSXQ62YWQZ8GFRXNIUR,40.9191952,29.1641401
DD-53FD065D98B04112A55D-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,30 dk.,"30,3 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
DD-644166D1AE5B48DDA730-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,22 dk.,"15,6 km",MG-7O7S0NFPBMDNXTHPC6FW,40.877863,29.23139
DD-FCF63A9D9B8C40979F1F-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,38 dk.,"31,9 km",MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322
DD-ACE98C51B7A242DE9F0B-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"42,3 km",MG-3Y9X0UEV5LLRUAI9TMLQ,41.0443431,29.0453111
DD-B026383363C8421AA1AD-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"37,3 km",MG-HKDDSLZ7DHNEXPDPO6OX,41.0010389,29.029593
DD-3048437814634F6CABD9-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,17 dk.,"12,8 km",MG-G8SER5RHTGTJXVCA9V2M,40.9395705,29.3176217
DD-D15DC81840B74060BE9E-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,46 dk.,"40,1 km",MG-EJNHCVEPCM9TCEP7WQT3,40.9901694,29.0239624
DD-67121A076E56435BA583-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,45 dk.,"49,8 km",MG-AOUMXHKWRKWOZB5AZ7UN,41.0475223,29.0761274
DD-9AB1DE7552DE4E7AAF33-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"34,9 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
DD-D226749937F84F24995E-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,41 dk.,"34,0 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
DD-C76EE7D20FA447A7BB62-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,46 dk.,"41,3 km",MG-5FABEBGHOVKULDJJMCMG,41.02435,29.015512
DD-7631031DC36C43B1A3A1-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,58 dk.,"72,0 km",MG-HFPEK0FWPQMSTC1IXO72,41.175887,29.609898
DD-2F3726EC933F4C55BEDA-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,47 dk.,"32,4 km",MG-FUHNVEMA2ZKC0HFBTCUT,40.96255,29.075716
DD-AC65F7B0A8E64F8FB2B0-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,43 dk.,"40,9 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
DD-407615AA846C406F80FF-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,20 dk.,"14,8 km",MG-I9OFJAAFBTRDZKGHPZHW,40.8157139,29.3126996
DD-370BC4A22CFC47EEA464-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,21 dk.,"14,8 km",MG-QI7EFZUASU1CI2X7OP2Z,40.877133,29.23435
DD-0ADD0A97088E49919FEC-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,40 dk.,"37,1 km",MG-STQFARWCNFZ85VRF7ZRK,41.0250387,29.1066022
DD-CB654ED98C2E46B682E1-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,40 dk.,"38,2 km",MG-JMPF7MWR6SCBZIBCECIE,41.0005735,29.0673931
DD-4F1FEA576C544F5A961A-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,34 dk.,"39,2 km",MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869
DD-B8859CAC924C4F67ABFE-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,29 dk.,"22,5 km",MG-OFSTOW3XC0I7KLN25IWP,40.899417,29.168842
DD-7278DB961E03402FAF99-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,44 dk.,"40,5 km",MG-MKFEFRJA0WNR9VFIQOTE,41.032236,29.031938
DD-391E88D881AF441586C7-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,28 dk.,"19,8 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
DD-487832CC41DF4C73BA57-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,51 dk.,"57,9 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
DD-F8204EAF921A41FF9F4F-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,42 dk.,"39,5 km",MG-VCPWSHSGQKT0FTISJRDN,41.0209485,29.0394974
DD-ED73C9F99A1543CAA3A6-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,48 dk.,"43,4 km",MG-VJEUBK1JZEQGFUY13AYK,41.049788,29.0545406
DD-98914B8CDB1343DA8782-2024-5-19,2024-5-19,DP-9NCBLLHI6RU2U7SXDNRH,40.8833157,29.3681184,19 dk.,"14,6 km",MG-VVESJOL8ESQXP6VK308G,40.9193435,29.3015336
